***** AT90S4434-A
***** AT90S8535-A
13 (PCINT13/OC1BW/XTAL2/CLKO/ADC8)PB5
12 (PCINT14/OC1AX/INT0/ADC9)PB6
11 (PCINT15/OC1BX/dW/RESET/ADC10)PB7
---












































---
1 (PCINT0/RXLIN/RXD/ADC0)PA0
2 (PCINT1/TXLIN/TXD/ADC1)PA1
3 (PCINT2/MISO/DO/OC0A/ADC2)PA2
4 (PCINT3/INT1/ISRC/ADC3)PA3
7 (PCINT4/MOSI/SDA/DI/ICP1/ADC4)PA4
8 (PCINT5/SCK/SCL/USCK/T1/ADC5)PA5
9 (PCINT6/SS/AIN0/ADC6)PA6
10 (PCINT7/AREF/XREF/AIN1/ADC7)PA7

6 AGND
5 AVCC
16 GND
15 VCC
***** ATTINY87-AX
20 (PCINT8/OC1AU/DI/SDA)PB0
19 (PCINT9/OC1BU/DO)PB1
18 (PCINT10/OC1AV/USCK/SCL)PB2
17 (PCINT11/OC1BV)PB3
14 (PCINT12/OC1AW/XTAL1/CLKI)PB4
13 (PCINT13/OC1BW/XTAL2/CLKO/ADC8)PB5
12 (PCINT14/OC1AX/INT0/ADC9)PB6
11 (PCINT15/OC1BX/dW/RESET/ADC10)PB7
---












































---
1 (PCINT0/RXLIN/RXD/ADC0)PA0
2 (PCINT1/TXLIN/TXD/ADC1)PA1
3 (PCINT2/MISO/DO/OC0A/ADC2)PA2
4 (PCINT3/INT1/ISRC/ADC3)PA3
7 (PCINT4/MOSI/SDA/DI/ICP1/ADC4)PA4
8 (PCINT5/SCK/SCL/USCK/T1/ADC5)PA5
9 (PCINT6/SS/AIN0/ADC6)PA6
10 (PCINT7/AREF/XREF/AIN1/ADC7)PA7

6 AGND
5 AVCC
16 GND
15 VCC
***** ATTINY88-AZ
23 (PCINT8/ADC0)PC0
24 (PCINT9/ADC1)PC1
25 (PCINT10/ADC2)PC2
26 (PCINT11/ADC3)PC3
27 (PCINT12/SDA/ADC4)PC4
28 (PCINT13/SCL/ADC5)PC5
29 (PCINT14/RESET)PC6
20 (PCINT15)PC7

12 (PCINT0/CLKO/ICP1)PB0
13 (PCINT1/OC1A)PB1
14 (PCINT2/OC1B/SS)PB2
15 (PCINT3/MOSI)PB3
16 (PCINT4/MISO)PB4
17 (PCINT5/SCK)PB5
7 (PCINT6/CLKI)PB6
8 (PCINT7)PB7
---


























---
30 (PCINT16)PD0
31 (PCINT17)PD1
32 (PCINT18/INT0)PD2
1 (PCINT19/INT1)PD3
2 (PCINT20/T0)PD4
9 (PCINT21/T1)PD5
10 (PCINT22/AIN0)PD6
11 (PCINT23/AIN1)PD7

19 (PCINT24/ADC6)PA0
22 (PCINT25/ADC7)PA1
3 (PCINT26)PA2
6 (PCINT27)PA3

18 AVCC
5 GND
21 GND
4 VCC
***** ATTINY88-MZ
23 (PCINT8/ADC0)PC0
24 (PCINT9/ADC1)PC1
25 (PCINT10/ADC2)PC2
26 (PCINT11/ADC3)PC3
27 (PCINT12/SDA/ADC4)PC4
28 (PCINT13/SCL/ADC5)PC5
29 (PCINT14/RESET)PC6
20 (PCINT15)PC7

12 (PCINT0/CLKO/ICP1)PB0
13 (PCINT1/OC1A)PB1
14 (PCINT2/OC1B/SS)PB2
15 (PCINT3/MOSI)PB3
16 (PCINT4/MISO)PB4
17 (PCINT5/SCK)PB5
7 (PCINT6/CLKI)PB6
8 (PCINT7)PB7
---


























---
30 (PCINT16)PD0
31 (PCINT17)PD1
32 (PCINT18/INT0)PD2
1 (PCINT19/INT1)PD3
2 (PCINT20/T0)PD4
9 (PCINT21/T1)PD5
10 (PCINT22/AIN0)PD6
11 (PCINT23/AIN1)PD7

19 (PCINT24/ADC6)PA0
22 (PCINT25/ADC7)PA1
3 (PCINT26)PA2
6 (PCINT27)PA3

18 AVCC
5 GND
21 GND
4 VCC
***** ATTINY9-TS
1 PB0(AIN0/OC0A/PCINT0/TPIDATA)
3 PB1(AIN1/OC0B/ICP0/PCINT1/CLKI/TPICLK)
4 PB2(INT0/T0/PCINT2/CLKO)
6 PB3(RESET/PCINT3)
---




























---
2 GND
5 VCC
***** ATXMEGA128A1-A
***** ATXMEGA64A1-A
35 PE0
36 PE1
37 PE2
38 PE3
39 PE4
40 PE5
41 PE6
42 PE7

75 PK0
76 PK1
77 PK2
78 PK3
79 PK4
80 PK5
81 PK6
82 PK7

15 PC0
16 PC1
17 PC2
18 PC3
19 PC4
20 PC5
21 PC6
22 PC7

95 PA0
96 PA1
97 PA2
98 PA3
99 PA4
100 PA5
1 PA6
2 PA7

55 PH0
56 PH1
57 PH2
58 PH3
59 PH4
60 PH5
61 PH6
62 PH7

89 PDI_DAT
---










---
5 PB0
6 PB1
7 PB2
8 PB3
9 PB4
10 PB5
11 PB6
12 PB7

65 PJ0
66 PJ1
67 PJ2
68 PJ3
69 PJ4
70 PJ5
71 PJ6
72 PJ7

45 PF0
46 PF1
47 PF2
48 PF3
49 PF4
50 PF5
51 PF6
52 PF7

25 PD0
26 PD1
27 PD2
28 PD3
29 PD4
30 PD5
31 PD6
32 PD7

85 PQ0
86 PQ1
87 PQ2
88 PQ3

91 PR0
92 PR1

90o RESET/PDI_CLK

94 AVCC
4 AVCC
53 GND
3 GND
23 GND
93 GND
33 GND
84 GND
43 GND
73 GND
13 GND
63 GND
54 VCC
64 VCC
44 VCC
74 VCC
83 VCC
34 VCC
24 VCC
14 VCC
***** ATXMEGA128A1U-A
***** ATXMEGA64A1U-A
35 PE0
36 PE1
37 PE2
38 PE3
39 PE4
40 PE5
41 PE6
42 PE7

75 PK0
76 PK1
77 PK2
78 PK3
79 PK4
80 PK5
81 PK6
82 PK7

15 PC0
16 PC1
17 PC2
18 PC3
19 PC4
20 PC5
21 PC6
22 PC7

95 PA0
96 PA1
97 PA2
98 PA3
99 PA4
100 PA5
1 PA6
2 PA7

55 PH0
56 PH1
57 PH2
58 PH3
59 PH4
60 PH5
61 PH6
62 PH7

89 PDI_DAT
---










---
5 PB0
6 PB1
7 PB2
8 PB3
9 PB4
10 PB5
11 PB6
12 PB7

65 PJ0
66 PJ1
67 PJ2
68 PJ3
69 PJ4
70 PJ5
71 PJ6
72 PJ7

45 PF0
46 PF1
47 PF2
48 PF3
49 PF4
50 PF5
51 PF6
52 PF7

25 PD0
26 PD1
27 PD2
28 PD3
29 PD4
30 PD5
31 PD6
32 PD7

85 PQ0
86 PQ1
87 PQ2
88 PQ3

91 PR0
92 PR1

90o RESET/PDI_CLK

94 AVCC
4 AVCC
53 GND
3 GND
23 GND
93 GND
33 GND
84 GND
43 GND
73 GND
13 GND
63 GND
54 VCC
64 VCC
44 VCC
74 VCC
83 VCC
34 VCC
24 VCC
14 VCC
***** ATXMEGA128A3-A
***** ATXMEGA64A3-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128A3-M
***** ATXMEGA64A3-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128A3U-A
***** ATXMEGA64A3U-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128A3U-M
***** ATXMEGA64A3U-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128B1-A
***** ATXMEGA64B1-A
45 SEG23
46 SEG22
47 SEG21
48 SEG20
49 SEG19
50 SEG18
51 SEG17
52 SEG16
53 SEG15
54 SEG14
55 SEG13
56 SEG12
57 SEG11
58 SEG10
59 SEG9
60 SEG8
61 SEG7
62 SEG6
63 SEG5
64 SEG4
65 SEG3
66 SEG2
67 SEG1
68 SEG0
71 BIAS1
72 BIAS2
74 CAPL
75 CAPH
76 COM0
77 COM1
78 COM2
79 COM3

2 PC0
3 PC1
4 PC2
5 PC3
6 PC4
7 PC5
8 PC6
9 PC7

12 PD0
13 PD1
14 PD2

80 PR0
81 PR1

15o RESET/PDI_CLK
---












---
92 PB0
93 PB1
94 PB2
95 PB3
96 PB4
97 PB5
98 PB6
99 PB7

82 PA0
83 PA1
84 PA2
85 PA3
86 PA4
87 PA5
88 PA6
89 PA7

37 PM0/SEG31
38 PM1/SEG30
39 PM2/SEG29
40 PM3/SEG28
41 PM4/SEG27
42 PM5/SEG26
43 PM6/SEG25
44 PM7/SEG24

29 PG0/SEG39
30 PG1/SEG38
31 PG2/SEG37
32 PG3/SEG36
33 PG4/SEG35
34 PG5/SEG34
35 PG6/SEG33
36 PG7/SEG32

19 PE0
20 PE1
21 PE2
22 PE3
23 PE4
24 PE5
25 PE6
26 PE7

16 PDI_DAT
73 VLCD

90 AGND
91 AVCC
17 GND
100 GND
10 GND
27 GND
69 GND
28 VCC
70 VCC
18 VCC
11 VCC
1 VCC
***** ATXMEGA128B3-A
***** ATXMEGA64B3-A
33 SEG8
34 SEG7
35 SEG6
36 SEG5
37 SEG4
38 SEG3
39 SEG2
40 SEG1
41 SEG0
44 BIAS1
45 BIAS2
47 CAPL
48 CAPH
49 COM0
50 COM1
51 COM2
52 COM3

17 PG0/SEG24
18 PG1/SEG23
19 PG2/SEG22
20 PG3/SEG21
21 PG4/SEG20
22 PG5/SEG19
23 PG6/SEG18
24 PG7/SEG17

11 PD0
12 PD1

14 PDI_DATA
46 VLCD
---
















---
25 PM0/SEG16
26 PM1/SEG15
27 PM2/SEG14
28 PM3/SEG13
29 PM4/SEG12
30 PM5/SEG11
31 PM6/SEG10
32 PM7/SEG9

57 PB0
58 PB1
59 PB2
60 PB3
61 PB4
62 PB5
63 PB6
64 PB7

1 PC0
2 PC1
3 PC2
4 PC3
5 PC4
6 PC5
7 PC6
8 PC7

53 PR0
54 PR1

13o RESET/PDI_CLK

55 AGND
56 AVCC
42 GND
9 GND
15 GND
43 VCC
10 VCC
16 VCC
***** ATXMEGA128B3-M
***** ATXMEGA64B3-M
33 SEG8
34 SEG7
35 SEG6
36 SEG5
37 SEG4
38 SEG3
39 SEG2
40 SEG1
41 SEG0
44 BIAS1
45 BIAS2
47 CAPL
48 CAPH
49 COM0
50 COM1
51 COM2
52 COM3

17 PG0/SEG24
18 PG1/SEG23
19 PG2/SEG22
20 PG3/SEG21
21 PG4/SEG20
22 PG5/SEG19
23 PG6/SEG18
24 PG7/SEG17

11 PD0
12 PD1

14 PDI_DATA
46 VLCD
---
















---
25 PM0/SEG16
26 PM1/SEG15
27 PM2/SEG14
28 PM3/SEG13
29 PM4/SEG12
30 PM5/SEG11
31 PM6/SEG10
32 PM7/SEG9

57 PB0
58 PB1
59 PB2
60 PB3
61 PB4
62 PB5
63 PB6
64 PB7

1 PC0
2 PC1
3 PC2
4 PC3
5 PC4
6 PC5
7 PC6
8 PC7

53 PR0
54 PR1

13o RESET/PDI_CLK

55 AGND
56 AVCC
42 GND
9 GND
15 GND
43 VCC
10 VCC
16 VCC
***** ATXMEGA128C3-A
***** ATXMEGA64C3-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128C3-M
***** ATXMEGA64C3-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128D3-A
***** ATXMEGA64D3-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA128D3-M
***** ATXMEGA64D3-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5
42 PE6
43 PE7

62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

58 PR0
59 PR1

57o RESET/PDI_CLK
---











---
46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
51 PF5
54 PF6
55 PF7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

56 PDI_DATA

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
15 VCC
35 VCC
53 VCC
25 VCC
45 VCC
***** ATXMEGA16A4-A
***** ATXMEGA32A4-A
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16A4-M
***** ATXMEGA32A4-M
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16A4U-A
***** ATXMEGA32A4U-A
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16A4U-M
***** ATXMEGA32A4U-M
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16C4-A
***** ATXMEGA32C4-A
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16C4-M
***** ATXMEGA32C4-M
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16D4-A
***** ATXMEGA32D4-A
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA16D4-M
***** ATXMEGA32D4-M
10 PC0
11 PC1
12 PC2
13 PC3
14 PC4
15 PC5
16 PC6
17 PC7

20 PD0
21 PD1
22 PD2
23 PD3
24 PD4
25 PD5
26 PD6
27 PD7

36 PR0
37 PR1

35o RESET/PDI_CLK
---












---
40 PA0
41 PA1
42 PA2
43 PA3
44 PA4
1 PA5
2 PA6
3 PA7

28 PE0
29 PE1
32 PE2
33 PE3

4 PB0
5 PB1
6 PB2
7 PB3

34 PDI_DATA

39 AVCC
30 GND
18 GND
38 GND
8 GND
9 VCC
19 VCC
31 VCC
***** ATXMEGA256A3B-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
54 PF6
55 PF7

58 PR0
59 PR1

56 PDI_DATA
---










---
62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5

42 TOSC2
43 TOSC1

57o RESET/PDI_CLK

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
51 VBAT
53 VCC
35 VCC
15 VCC
25 VCC
45 VCC
***** ATXMEGA256A3B-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
54 PF6
55 PF7

58 PR0
59 PR1

56 PDI_DATA
---










---
62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5

42 TOSC2
43 TOSC1

57o RESET/PDI_CLK

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
51 VBAT
53 VCC
35 VCC
15 VCC
25 VCC
45 VCC
***** ATXMEGA256A3BU-A
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
54 PF6
55 PF7

58 PR0
59 PR1

56 PDI_DATA
---










---
62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5

42 TOSC2
43 TOSC1

57o RESET/PDI_CLK

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
51 VBAT
53 VCC
35 VCC
15 VCC
25 VCC
45 VCC
***** ATXMEGA256A3BU-M
16 PC0
17 PC1
18 PC2
19 PC3
20 PC4
21 PC5
22 PC6
23 PC7

26 PD0
27 PD1
28 PD2
29 PD3
30 PD4
31 PD5
32 PD6
33 PD7

46 PF0
47 PF1
48 PF2
49 PF3
50 PF4
54 PF6
55 PF7

58 PR0
59 PR1

56 PDI_DATA
---










---
62 PA0
63 PA1
64 PA2
1 PA3
2 PA4
3 PA5
4 PA6
5 PA7

6 PB0
7 PB1
8 PB2
9 PB3
10 PB4
11 PB5
12 PB6
13 PB7

36 PE0
37 PE1
38 PE2
39 PE3
40 PE4
41 PE5

42 TOSC2
43 TOSC1

57o RESET/PDI_CLK

61 AVCC
44 GND
24 GND
60 GND
34 GND
52 GND
14 GND
51 VBAT
53 VCC
35 VCC
15 VCC
25 VCC
45 VCC
